Id,Status
Doran-Martell,Recovered
Ellaria-Sand,Infected
Obara-Sand,Infected
Cedra,Recovered
Franklyn-Fowler,Dead
Gerold-Dayne,Infected
Mellei,Dead
Morra,Recovered
Ricasso,Suceptible
Timoth,Suceptible
Arnolf-Karstark,Infected
Arthor-Karstark,Recovered
Mors-Umber,Infected
Rickard-Karstark,Recovered
Aron-Santagar,Recovered
Arron,Infected
Emrick,Infected
Hareth-(Moles-Town),Recovered
Satin,Dead
Arson,Recovered
Arstan,Infected
Illyrio-Mopatis,Recovered
Jhiqui,Infected
Kraznys-mo-Nakloz,Suceptible
Mero,Infected
Lewyn-Martell,Infected
Smiling-Knight,Suceptible
Arwyn-Oakheart,Infected
Randyll-Tarly,Infected
Bellegere-Otherys,Suceptible
Benjen-Stark,Infected
Biter,Dead
Brea,Suceptible
Brusco,Suceptible
Denyo-Terys,Infected
Desmond,Recovered
Dobber,Suceptible
Elmar-Frey,Infected
Jaqen-Hghar,Infected
Jeyne-Poole,Dead
Kindly-Man,Dead
Koss,Recovered
Lommy-Greenhands,Recovered
Mad-Huntsman,Infected
Meralyn,Suceptible
Mordane,Infected
Mycah,Infected
Pate-(Old),Suceptible
Praed,Suceptible
Ravella-Swann,Infected
Rickon-Stark,Infected
Rodrik-Cassel,Dead
Rorge,Dead
Syrio-Forel,Infected
Talea,Suceptible
Ternesio-Terys,Infected
Thoros-of-Myr,Recovered
Tommen-Baratheon,Dead
Umma,Infected
Vayon-Poole,Infected
Waif,Infected
Weasel,Recovered
Weese,Dead
Woth,Dead
Yorko-Terys,Suceptible
Clayton-Suggs,Suceptible
Galbart-Glover,Recovered
Godry-Farring,Infected
Grimtongue,Infected
Hagen,Infected
Qarl-the-Maid,Recovered
Red-Oarsman,Infected
Rodrik-Harlaw,Infected
Rolfe-the-Dwarf,Suceptible
Sybelle-Glover,Infected
Torgon-Greyiron,Recovered
Tristifer-Botley,Infected
Tycho-Nestoris,Infected
Wex-Pyke,Infected
Ashara-Dayne,Infected
Aurane-Waters,Infected
Harys-Swyft,Dead
Loras-Tyrell,Recovered
Orton-Merryweather,Dead
Paxter-Redwyne,Dead
Porridge,Infected
Salladhor-Saan,Recovered
Shireen-Baratheon,Recovered
Azor-Ahai,Suceptible
Bael-the-Bard,Recovered
Ygritte,Recovered
Baelor-I-Targaryen,Infected
Ballabar,Infected
Frenken,Infected
Podrick-Payne,Dead
Balman-Byrch,Recovered
Falyse-Stokeworth,Infected
Boros-Blount,Infected
Mandon-Moore,Recovered
Osmund-Kettleblack,Infected
Bannen,Dead
Dywen,Infected
Barbrey-Dustin,Infected
Roger-Ryswell,Infected
Ben-Plumm,Infected
Bloodbeard,Infected
Galazza-Galare,Recovered
Grazhar,Dead
Groleo,Infected
Hizdahr-zo-Loraq,Dead
Khrazz,Recovered
Larraq,Infected
Missandei,Recovered
Pycelle,Dead
Reznak-mo-Reznak,Recovered
Skahaz-mo-Kandaq,Infected
Steelskin,Recovered
Widower,Infected
Xaro-Xhoan-Daxos,Recovered
Barsena,Suceptible
Bartimus,Infected
Bedwyck,Dead
Craster,Recovered
Belaquo,Infected
Goghor-the-Giant,Infected
Irri,Recovered
Spotted-Cat,Infected
Oznak-zo-Pahl,Infected
Ben-Bones,Infected
Kasporio,Recovered
Penny,Recovered
Tybero-Istarion,Dead
Benerro,Infected
Moqorro,Infected
Benethon-Scales,Dead
Narbert-Grandison,Infected
Benfred-Tallhart,Infected
Helman-Tallhart,Recovered
Leobald-Tallhart,Infected
Stygg,Infected
Jaremy-Rykker,Recovered
Luwin,Recovered
Waymar-Royce,Infected
Jack-Bulwer,Recovered
Mariya-Darry,Infected
Beth-Cassel,Dead
Big-Boil,Infected
Black-Balaq,Suceptible
Blane,Infected
Blue-Bard,Dead
Lambert-Turnberry,Recovered
Qyburn,Recovered
Tallad,Infected
Bonifer-Hasty,Recovered
Tanda-Stokeworth,Recovered
Cellador,Recovered
Othell-Yarwyck,Infected
Tormund,Recovered
Wick-Whittlestick,Infected
Brynden-Rivers,Infected
Chayle,Recovered
Cley-Cerwyn,Recovered
Coldhands,Infected
Donella-Hornwood,Recovered
Hali,Suceptible
Hallis-Mollen,Infected
Hodor,Infected
Howland-Reed,Infected
Hullen,Infected
Jon-Umber-(Greatjon),Dead
Joseth,Infected
Leaf,Infected
Meera-Reed,Infected
Osha,Dead
Poxy-Tym,Suceptible
Reek,Infected
Rickard-Stark,Recovered
Stafford-Lannister,Infected
Stiv,Recovered
Walder-Frey-(son-of-Jammos),Infected
Walder-Frey-(son-of-Merrett),Infected
Brandon-Norrey,Suceptible
Torghen-Flint,Suceptible
Lyanna-Stark,Recovered
Brella,Recovered
Shae,Dead
Brenett,Dead
Clarence-Crabb,Infected
Cleos-Frey,Recovered
Creighton-Longbough,Infected
Dick-Crabb,Recovered
Dontos-Hollard,Infected
Edmure-Tully,Dead
Elder-Brother,Recovered
Emmon-Cuy,Recovered
Hyle-Hunt,Infected
Illifer,Recovered
Jeyne-Heddle,Infected
Lysa-Arryn,Recovered
Meribald,Suceptible
Narbert,Infected
Pyg,Infected
Robar-Royce,Recovered
Selwyn-Tarth,Dead
Shagwell,Infected
Timeon,Infected
Vyman,Infected
Walton,Dead
Willow-Heddle,Infected
Chiggen,Infected
Jacelyn-Bywater,Infected
Lollys-Stokeworth,Infected
Marillion,Recovered
Shagga,Infected
Timett,Recovered
Vardis-Egen,Infected
Willis-Wode,Recovered
Brus-Buckler,Dead
Malegorn,Infected
Bryce-Caron,Infected
Eldon-Estermont,Suceptible
Guyard-Morrigen,Dead
Daven-Lannister,Recovered
Edwyn-Frey,Infected
Emmon-Frey,Recovered
Hoster-Tully,Infected
Nestor-Royce,Infected
Ryman-Frey,Recovered
Bump,Suceptible
Varamyr,Recovered
Butterbumps,Infected
Olenna-Redwyne,Dead
Byam-Flint,Recovered
Caggo,Infected
Lucifer-Long,Infected
Meris,Dead
Camarron,Suceptible
Captain-Myraham,Infected
Captain-Myraham-Daughter,Infected
Colemon,Dead
Colen-of-Greenpools,Recovered
Dacey-Mormont,Infected
Desmond-Grell,Infected
Donnel-Waynwood,Infected
Eon-Hunter,Dead
Jason-Mallister,Infected
Jeyne-Westerling,Recovered
Lothar-Frey,Infected
Maege-Mormont,Infected
Marq-Piper,Dead
Masha-Heddle,Infected
Mathis-Rowan,Infected
Moreo-Tumitis,Infected
Mya-Stone,Dead
Mychel-Redfort,Infected
Raynald-Westerling,Infected
Robert-Arryn,Recovered
Robin-Ryger,Infected
Roslin-Frey,Recovered
Tansy,Dead
Tytos-Blackwood,Infected
Utherydes-Wayn,Infected
Wendel-Manderly,Infected
Cayn,Infected
Cedric-Payne,Suceptible
Dorcas,Infected
Garlan-Tyrell,Recovered
Garth-Tyrell,Infected
High-Septon-(Tyrions),Infected
High-Sparrow,Recovered
Jocelyn-Swyft,Recovered
Maegor-I-Targaryen,Infected
Maggy,Infected
Mark-Mullendore,Infected
Melara-Hetherspoon,Infected
Moelle,Infected
Moon-Boy,Infected
Osfryd-Kettleblack,Infected
Preston-Greenfield,Infected
Raynard,Suceptible
Robert-Strong,Recovered
Scolera,Infected
Senelle,Infected
Taena-of-Myr,Infected
Unella,Infected
Vylarr,Infected
Willas-Tyrell,Dead
Chataya,Recovered
Chella,Infected
Lark,Infected
Small-Paul,Recovered
Clement-Piper,Infected
Karyl-Vance,Dead
Cleon,Recovered
Ghael,Suceptible
Kedry,Recovered
Clubfoot-Karl,Infected
Mully,Recovered
Cohollo,Recovered
Haggo,Dead
Qotho,Recovered
Gretchel,Infected
Maddy,Infected
Conn,Recovered
Coratt,Infected
Corliss-Penny,Suceptible
Dirk,Recovered
Thoren-Smallwood,Infected
Shadrich,Infected
Cressen,Dead
Patchface,Infected
Pylos,Infected
Cromm,Recovered
Cutjack,Infected
Kurz,Infected
Tarber,Infected
Hero,Recovered
Prendahl-na-Ghezn,Infected
Sallor,Infected
Daemon-Sand,Suceptible
Doreah,Infected
Eroeh,Suceptible
Ezzara,Suceptible
Lynesse-Hightower,Suceptible
Lysono-Maar,Suceptible
Marselen,Suceptible
Mezzara,Suceptible
Miklaz,Infected
Mirri-Maz-Duur,Dead
Pono,Recovered
Pyat-Pree,Infected
Qavo-Nogarys,Infected
Qezza,Infected
Quaithe,Suceptible
Rhaegel-Targaryen,Suceptible
Symon-Stripeback,Suceptible
Yurkhaz-zo-Yunzak,Suceptible
Daeron-I-Targaryen,Infected
Dalbridge,Recovered
Ebben,Recovered
Dalla,Infected
Val,Infected
Damon-Dance-for-Me,Infected
Grunt,Infected
Skinner,Dead
Sour-Alyn,Dead
Danwell-Frey,Infected
Jared-Frey,Infected
Lanna-(Happy-Port),Suceptible
Daryn-Hornwood,Recovered
Torrhen-Karstark,Dead
Devan-Seaworth,Dead
Garth-(Wolfs-Den),Infected
Godric-Borrell,Infected
Guncer-Sunglass,Infected
Imry-Florent,Infected
Khorane-Sathmantes,Recovered
Leona-Woolfield,Recovered
Marlon-Manderly,Recovered
Matthos-Seaworth,Suceptible
Robett-Glover,Recovered
Sybell-Spicer,Infected
Denzo-Dhan,Infected
Eustace-Brune,Infected
Dick-Follard,Suceptible
Dick-Straw,Recovered
Hugh-Hungerford,Suceptible
Dolf,Infected
Mag-Mar-Tun-Doh-Weg,Infected
Lothor-Brune,Infected
Nymeria-Sand,Dead
Draqaz,Suceptible
Drennan,Infected
Squint,Recovered
Jommo,Dead
Ogo,Dead
Rhaego,Infected
Dryn,Recovered
Stonesnake,Recovered
High-Septon-(fat_one),Infected
Jacks,Recovered
Joss,Recovered
Maron-Greyjoy,Recovered
Porther,Recovered
Raymun-Darry,Dead
Tobho-Mott,Infected
Tregar,Suceptible
Varly,Infected
Willam-Dustin,Infected
Wyl-(guard),Dead
Wylla,Infected
Emmett,Infected
Watt,Infected
Forley-Prester,Infected
Walder-Rivers,Dead
Steffon-Varner,Suceptible
Hop-Robin,Dead
Genna-Lannister,Infected
Errok,Infected
Grigg,Infected
Styr,Infected
Hotho-Harlaw,Dead
Humfrey-Hewett,Dead
Nute,Dead
Quellon-Greyjoy,Infected
Sawane-Botley,Recovered
Farlen,Infected
Florian-the-Fool,Infected
Jonquil,Recovered
Fogo,Suceptible
Frenya,Infected
Holly,Infected
Fulk,Recovered
Galyeon-of-Cuy,Infected
Gared,Recovered
Will-(prologue),Infected
Murch,Suceptible
Leonette-Fossoway,Suceptible
Garrett-Paege,Recovered
Garth-Greyfeather,Recovered
Hairy-Hal,Infected
Gawen-Westerling,Infected
Gendel,Recovered
Gorne,Recovered
Merrit,Recovered
Gerold-Grafton,Recovered
Terrance-Lynderly,Infected
Oswell-Whent,Recovered
Gerrick-Kingsblood,Infected
Raymun-Redbeard,Recovered
Kojja-Mo,Infected
Gormon-Tyrell,Suceptible
Walgrave,Infected
Grazdan-mo-Eraz,Suceptible
Kegs,Infected
Todder,Recovered
Jarl,Recovered
Lorren,Infected
Grisel,Suceptible
Gunthor-son-of-Gurn,Dead
Gyles-Grafton,Infected
Haggon,Suceptible
Hake,Suceptible
Hallyne,Infected
Halys-Hornwood,Infected
Leathers,Infected
Rory,Infected
Spare-Boot,Dead
Harl,Infected
Harma,Dead
Rattleshirt,Infected
Weeper,Infected
Harras-Harlaw,Suceptible
Myles-Toyne,Recovered
Harwood-Stout,Infected
Heward,Suceptible
Marghaz-zo-Loraq,Suceptible
Hobber-Redwyne,Suceptible
Horas-Redwyne,Recovered
Rowan,Infected
Hoster-Blackwood,Infected
Mebble,Suceptible
Hother-Umber,Recovered
Sigfryd-Harlaw,Dead
Hugh,Dead
Hugo-Vance,Infected
Jack-Be-Lucky,Recovered
Jaehaerys-I-Targaryen,Infected
Jafer-Flowers,Suceptible
Jonos-Bracken,Infected
Josmyn-Peckledon,Recovered
Joy-Hill,Infected
Lewys-Piper,Recovered
Pia,Infected
Rennifer-Longwaters,Infected
Ronnet-Connington,Recovered
Shitmouth,Infected
Tysha,Infected
Urswyck,Recovered
Wylis-Manderly,Recovered
Zollo,Recovered
Rhaegar-Frey,Dead
Jarman-Buckwell,Infected
Ottyn-Wythers,Infected
Jeyne-Farman,Infected
Squirrel,Infected
Joanna-Lannister,Infected
Nyessos-Vhassar,Recovered
Jon-Fossoway,Infected
Matthar,Infected
Orell,Infected
Othor,Infected
Patrek-of-Kings-Mountain,Infected
Ryk,Infected
Soren-Shieldbreaker,Recovered
Tom-Barleycorn,Infected
Toregg,Infected
Ulmer,Dead
Wun-Weg-Wun-Dar-Wun,Dead
Zei,Infected
Jon-Umber-(Smalljon),Suceptible
Robin-Flint,Dead
Jonothor-Darry,Infected
Nurse,Recovered
Joramun,Infected
Richard-Horpe,Infected
Jyck,Infected
Morrec,Recovered
Kella,Recovered
Kerwin,Infected
Willem-Lannister,Dead
Kurleket,Infected
Kyra,Recovered
Softfoot,Infected
Leo-Lefford,Suceptible
Symon-Silver-Tongue,Recovered
Longwater-Pyke,Infected
Lorent-Caswell,Infected
Urzen,Infected
Merrett-Frey,Dead
Lucas-Codd,Suceptible
Torwold-Browntooth,Suceptible
Luton,Suceptible
Lyanna-Mormont,Suceptible
Lyn-Corbray,Infected
Lyonel-Corbray,Infected
Malaquo-Maegyr,Recovered
Mallador-Locke,Infected
Manfrey-Martell,Suceptible
Martyn-Lannister,Infected
Martyn-Rivers,Infected
Rodrik-Sparr,Infected
Mord,Recovered
Morgo,Infected
Munda,Recovered
Myranda-Royce,Infected
Trystane-Martell,Infected
Nage,Suceptible
Yezzan-zo-Qaggaz,Infected
Ralf-Stonehouse,Infected
Old-Bill-Bone,Suceptible
Olyvar-Frey,Recovered
Oswell-Kettleblack,Dead
Palla,Suceptible
Quill,Suceptible
Rosey,Suceptible
Pate-(whipping-boy),Infected
Sweets,Recovered
Perwyn-Frey,Infected
Petyr-Frey,Recovered
Puckens,Suceptible
Shortear,Suceptible
Ragwyle,Dead
Quhuru-Mo,Infected
Xhondo,Infected
Ralf-(Limper),Infected
Yellow-Dick,Infected
Rollam-Westerling,Dead
Torbert,Suceptible
Steffon-Baratheon,Suceptible
Rugen,Dead
Rhaella-Targaryen,Infected
Rolph-Spicer,Suceptible
Tristifer-IV-Mudd,Suceptible
Walda-Frey-(daughter-of-Merrett),Infected
Roose-Ryswell,Suceptible
Theobald,Suceptible
Sarella-Sand,Suceptible
Scar,Infected
Shadd,Dead
Ulf-son-of-Umar,Infected
Shrouded-Lord,Recovered
Simon-Toyne,Suceptible
Theomore,Dead
William-Foxglove,Suceptible
Werlag,Dead
Talbert-Serry,Infected
Willow-Witch-eye,Infected
Thistle,Suceptible
Tion-Frey,Suceptible
Wulfe,Infected
