Id,Status
Arstan,Recovered
Illyrio-Mopatis,Dead
Jhiqui,Dead
Kraznys-mo-Nakloz,Suceptible
Mero,Infected
Lewyn-Martell,Recovered
Smiling-Knight,Infected
Arwyn-Oakheart,Recovered
Randyll-Tarly,Recovered
Bellegere-Otherys,Infected
Benjen-Stark,Infected
Biter,Infected
Brea,Infected
Brusco,Infected
Denyo-Terys,Infected
Desmond,Suceptible
Dobber,Dead
Elmar-Frey,Infected
Jaqen-Hghar,Infected
Jeyne-Poole,Recovered
Kindly-Man,Infected
Koss,Dead
Lommy-Greenhands,Recovered
Mad-Huntsman,Infected
Meralyn,Recovered
Mordane,Recovered
Mycah,Infected
Pate-(Old),Dead
Praed,Infected
Ravella-Swann,Infected
Rickon-Stark,Infected
Rodrik-Cassel,Infected
Rorge,Recovered
Syrio-Forel,Infected
Talea,Infected
Ternesio-Terys,Infected
Thoros-of-Myr,Infected
Tommen-Baratheon,Infected
Umma,Infected
Vayon-Poole,Infected
Waif,Recovered
Weasel,Infected
Weese,Recovered
Woth,Infected
Yorko-Terys,Infected
Clayton-Suggs,Infected
Galbart-Glover,Recovered
Godry-Farring,Dead
Grimtongue,Infected
Hagen,Infected
Qarl-the-Maid,Suceptible
Red-Oarsman,Recovered
Rodrik-Harlaw,Recovered
Rolfe-the-Dwarf,Suceptible
Sybelle-Glover,Infected
Torgon-Greyiron,Suceptible
Tristifer-Botley,Suceptible
Tycho-Nestoris,Infected
Wex-Pyke,Recovered
Ashara-Dayne,Infected
Aurane-Waters,Infected
Harys-Swyft,Infected
Loras-Tyrell,Recovered
Orton-Merryweather,Recovered
Paxter-Redwyne,Infected
Porridge,Recovered
Salladhor-Saan,Infected
Shireen-Baratheon,Recovered
Azor-Ahai,Infected
Bael-the-Bard,Infected
Ygritte,Infected
Baelor-I-Targaryen,Infected
Ballabar,Infected
Frenken,Recovered
Podrick-Payne,Recovered
Balman-Byrch,Infected
Falyse-Stokeworth,Infected
Boros-Blount,Recovered
Mandon-Moore,Infected
Osmund-Kettleblack,Dead
Bannen,Infected
Dywen,Infected
Barbrey-Dustin,Infected
Roger-Ryswell,Dead
Ben-Plumm,Recovered
Bloodbeard,Infected
Galazza-Galare,Infected
Grazhar,Recovered
Groleo,Dead
Hizdahr-zo-Loraq,Infected
Khrazz,Infected
Larraq,Infected
Missandei,Infected
Pycelle,Infected
Reznak-mo-Reznak,Dead
Skahaz-mo-Kandaq,Infected
Steelskin,Recovered
Widower,Dead
Xaro-Xhoan-Daxos,Dead
Barsena,Suceptible
Bartimus,Infected
Bedwyck,Infected
Craster,Recovered
Belaquo,Infected
Goghor-the-Giant,Infected
Irri,Infected
Spotted-Cat,Infected
Oznak-zo-Pahl,Dead
Ben-Bones,Infected
Kasporio,Recovered
Penny,Infected
Tybero-Istarion,Recovered
Benerro,Recovered
Moqorro,Recovered
Benethon-Scales,Recovered
Narbert-Grandison,Dead
Benfred-Tallhart,Recovered
Helman-Tallhart,Infected
Leobald-Tallhart,Recovered
Stygg,Infected
Jaremy-Rykker,Recovered
Luwin,Infected
Waymar-Royce,Infected
Jack-Bulwer,Recovered
Mariya-Darry,Recovered
Beth-Cassel,Dead
Big-Boil,Recovered
Black-Balaq,Suceptible
Blane,Dead
Blue-Bard,Infected
Lambert-Turnberry,Infected
Qyburn,Infected
Tallad,Recovered
Bonifer-Hasty,Infected
Tanda-Stokeworth,Infected
Cellador,Dead
Othell-Yarwyck,Infected
Tormund,Infected
Wick-Whittlestick,Recovered
Brynden-Rivers,Infected
Chayle,Suceptible
Cley-Cerwyn,Dead
Coldhands,Recovered
Donella-Hornwood,Infected
Hali,Suceptible
Hallis-Mollen,Infected
Hodor,Recovered
Howland-Reed,Recovered
Hullen,Infected
Jon-Umber-(Greatjon),Dead
Joseth,Infected
Leaf,Infected
Meera-Reed,Infected
Osha,Recovered
Poxy-Tym,Suceptible
Reek,Infected
Rickard-Stark,Suceptible
Stafford-Lannister,Infected
Stiv,Suceptible
Walder-Frey-(son-of-Jammos),Infected
Walder-Frey-(son-of-Merrett),Infected
Brandon-Norrey,Suceptible
Torghen-Flint,Suceptible
Lyanna-Stark,Dead
Brella,Infected
Shae,Recovered
Brenett,Infected
Clarence-Crabb,Infected
Cleos-Frey,Recovered
Creighton-Longbough,Recovered
Dick-Crabb,Infected
Dontos-Hollard,Dead
Edmure-Tully,Recovered
Elder-Brother,Recovered
Emmon-Cuy,Recovered
Hyle-Hunt,Infected
Illifer,Infected
Jeyne-Heddle,Dead
Lysa-Arryn,Recovered
Meribald,Infected
Narbert,Recovered
Pyg,Infected
Robar-Royce,Infected
Selwyn-Tarth,Infected
Shagwell,Infected
Timeon,Recovered
Vyman,Infected
Walton,Dead
Willow-Heddle,Infected
Chiggen,Infected
Jacelyn-Bywater,Infected
Lollys-Stokeworth,Infected
Marillion,Infected
Shagga,Infected
Timett,Infected
Vardis-Egen,Infected
Willis-Wode,Infected
Brus-Buckler,Infected
Malegorn,Infected
Bryce-Caron,Infected
Eldon-Estermont,Infected
Guyard-Morrigen,Infected
Daven-Lannister,Infected
Edwyn-Frey,Infected
Emmon-Frey,Infected
Hoster-Tully,Recovered
Nestor-Royce,Infected
Ryman-Frey,Infected
Bump,Infected
Varamyr,Infected
Butterbumps,Infected
Olenna-Redwyne,Dead
Byam-Flint,Recovered
Caggo,Infected
Lucifer-Long,Infected
Meris,Dead
Camarron,Suceptible
Captain-Myraham,Infected
Captain-Myraham-Daughter,Infected
Colemon,Infected
Colen-of-Greenpools,Infected
Dacey-Mormont,Infected
Desmond-Grell,Infected
Donnel-Waynwood,Dead
Eon-Hunter,Dead
Jason-Mallister,Recovered
Jeyne-Westerling,Recovered
Lothar-Frey,Infected
Maege-Mormont,Recovered
Marq-Piper,Infected
Masha-Heddle,Infected
Mathis-Rowan,Recovered
Moreo-Tumitis,Suceptible
Mya-Stone,Infected
Mychel-Redfort,Infected
Raynald-Westerling,Infected
Robert-Arryn,Infected
Robin-Ryger,Dead
Roslin-Frey,Recovered
Tansy,Infected
Tytos-Blackwood,Infected
Utherydes-Wayn,Dead
Wendel-Manderly,Dead
Cayn,Dead
Cedric-Payne,Suceptible
Dorcas,Dead
Garlan-Tyrell,Dead
Garth-Tyrell,Infected
High-Septon-(Tyrions),Recovered
High-Sparrow,Infected
Jocelyn-Swyft,Infected
Maegor-I-Targaryen,Infected
Maggy,Recovered
Mark-Mullendore,Infected
Melara-Hetherspoon,Recovered
Moelle,Recovered
Moon-Boy,Infected
Osfryd-Kettleblack,Infected
Preston-Greenfield,Infected
Raynard,Suceptible
Robert-Strong,Recovered
Scolera,Infected
Senelle,Dead
Taena-of-Myr,Infected
Unella,Infected
Vylarr,Recovered
Willas-Tyrell,Infected
Chataya,Dead
Chella,Infected
Lark,Infected
Small-Paul,Infected
Clement-Piper,Infected
Karyl-Vance,Dead
Cleon,Suceptible
Ghael,Suceptible
Kedry,Infected
Clubfoot-Karl,Infected
Mully,Infected
Cohollo,Infected
Haggo,Infected
Qotho,Dead
Gretchel,Dead
Maddy,Infected
Conn,Infected
Coratt,Suceptible
Corliss-Penny,Infected
Dirk,Recovered
Thoren-Smallwood,Infected
Shadrich,Recovered
Cressen,Infected
Patchface,Infected
Pylos,Infected
Cromm,Infected
Cutjack,Suceptible
Kurz,Suceptible
Tarber,Suceptible
Hero,Recovered
Prendahl-na-Ghezn,Infected
Sallor,Infected
Daemon-Sand,Infected
Doreah,Recovered
Eroeh,Suceptible
Ezzara,Infected
Lynesse-Hightower,Suceptible
Lysono-Maar,Suceptible
Marselen,Suceptible
Mezzara,Dead
Miklaz,Infected
Mirri-Maz-Duur,Recovered
Pono,Infected
Pyat-Pree,Recovered
Qavo-Nogarys,Dead
Qezza,Infected
Quaithe,Infected
Rhaegel-Targaryen,Suceptible
Symon-Stripeback,Suceptible
Yurkhaz-zo-Yunzak,Dead
Daeron-I-Targaryen,Suceptible
Dalbridge,Recovered
Ebben,Infected
Dalla,Dead
Val,Infected
Damon-Dance-for-Me,Recovered
Grunt,Infected
Skinner,Recovered
Sour-Alyn,Infected
Danwell-Frey,Infected
Jared-Frey,Suceptible
Lanna-(Happy-Port),Infected
Daryn-Hornwood,Suceptible
Torrhen-Karstark,Suceptible
Devan-Seaworth,Dead
Garth-(Wolfs-Den),Infected
Godric-Borrell,Dead
Guncer-Sunglass,Infected
Imry-Florent,Infected
Khorane-Sathmantes,Infected
Leona-Woolfield,Infected
Marlon-Manderly,Dead
Matthos-Seaworth,Infected
Robett-Glover,Recovered
Sybell-Spicer,Recovered
Denzo-Dhan,Infected
Eustace-Brune,Infected
Dick-Follard,Dead
Dick-Straw,Infected
Hugh-Hungerford,Suceptible
Dolf,Infected
Mag-Mar-Tun-Doh-Weg,Infected
Lothor-Brune,Infected
Nymeria-Sand,Infected
Draqaz,Infected
Drennan,Recovered
Squint,Dead
Jommo,Infected
Ogo,Infected
Rhaego,Infected
Dryn,Dead
Stonesnake,Dead
High-Septon-(fat_one),Dead
Jacks,Suceptible
Joss,Suceptible
Maron-Greyjoy,Suceptible
Porther,Suceptible
Raymun-Darry,Dead
Tobho-Mott,Suceptible
Tregar,Suceptible
Varly,Infected
Willam-Dustin,Suceptible
Wyl-(guard),Recovered
Wylla,Suceptible
Emmett,Recovered
Watt,Suceptible
Forley-Prester,Infected
Walder-Rivers,Recovered
Steffon-Varner,Suceptible
Hop-Robin,Infected
Genna-Lannister,Recovered
Errok,Recovered
Grigg,Infected
Styr,Infected
Hotho-Harlaw,Infected
Humfrey-Hewett,Dead
Nute,Recovered
Quellon-Greyjoy,Dead
Sawane-Botley,Infected
Farlen,Dead
Florian-the-Fool,Infected
Jonquil,Dead
Fogo,Suceptible
Frenya,Dead
Holly,Recovered
Fulk,Dead
Galyeon-of-Cuy,Suceptible
Gared,Infected
Will-(prologue),Suceptible
Murch,Suceptible
Leonette-Fossoway,Infected
Garrett-Paege,Recovered
Garth-Greyfeather,Recovered
Hairy-Hal,Infected
Gawen-Westerling,Recovered
Gendel,Recovered
Gorne,Recovered
Merrit,Suceptible
Gerold-Grafton,Infected
Terrance-Lynderly,Infected
Oswell-Whent,Dead
Gerrick-Kingsblood,Infected
Raymun-Redbeard,Dead
Kojja-Mo,Infected
Gormon-Tyrell,Suceptible
Walgrave,Suceptible
Grazdan-mo-Eraz,Infected
Kegs,Infected
Todder,Infected
Jarl,Dead
Lorren,Infected
Grisel,Recovered
Gunthor-son-of-Gurn,Infected
Gyles-Grafton,Infected
Haggon,Infected
Hake,Infected
Hallyne,Infected
Halys-Hornwood,Infected
Leathers,Infected
Rory,Infected
Spare-Boot,Infected
Harl,Infected
Harma,Infected
Rattleshirt,Recovered
Weeper,Infected
Harras-Harlaw,Infected
Myles-Toyne,Suceptible
Harwood-Stout,Infected
Heward,Infected
Marghaz-zo-Loraq,Infected
Hobber-Redwyne,Suceptible
Horas-Redwyne,Infected
Rowan,Infected
Hoster-Blackwood,Suceptible
Mebble,Infected
Hother-Umber,Infected
Sigfryd-Harlaw,Infected
Hugh,Infected
Hugo-Vance,Infected
Jack-Be-Lucky,Suceptible
Jaehaerys-I-Targaryen,Infected
Jafer-Flowers,Infected
Jonos-Bracken,Infected
Josmyn-Peckledon,Infected
Joy-Hill,Infected
Lewys-Piper,Infected
Pia,Infected
Rennifer-Longwaters,Recovered
Ronnet-Connington,Infected
Shitmouth,Infected
Tysha,Infected
Urswyck,Suceptible
Wylis-Manderly,Infected
Zollo,Infected
Rhaegar-Frey,Infected
Jarman-Buckwell,Recovered
Ottyn-Wythers,Recovered
Jeyne-Farman,Suceptible
Squirrel,Recovered
Joanna-Lannister,Suceptible
Nyessos-Vhassar,Recovered
Jon-Fossoway,Recovered
Matthar,Dead
Orell,Recovered
Othor,Suceptible
Patrek-of-Kings-Mountain,Infected
Ryk,Recovered
Soren-Shieldbreaker,Infected
Tom-Barleycorn,Infected
Toregg,Recovered
Ulmer,Infected
Wun-Weg-Wun-Dar-Wun,Infected
Zei,Infected
Jon-Umber-(Smalljon),Recovered
Robin-Flint,Recovered
Jonothor-Darry,Recovered
Nurse,Recovered
Joramun,Infected
Richard-Horpe,Infected
Jyck,Infected
Morrec,Recovered
Kella,Dead
Kerwin,Suceptible
Willem-Lannister,Recovered
Kurleket,Infected
Kyra,Infected
Softfoot,Infected
Leo-Lefford,Infected
Symon-Silver-Tongue,Infected
Longwater-Pyke,Infected
Lorent-Caswell,Recovered
Urzen,Infected
Merrett-Frey,Infected
Lucas-Codd,Suceptible
Torwold-Browntooth,Suceptible
Luton,Infected
Lyanna-Mormont,Dead
Lyn-Corbray,Dead
Lyonel-Corbray,Infected
Malaquo-Maegyr,Suceptible
Mallador-Locke,Infected
Manfrey-Martell,Suceptible
Martyn-Lannister,Infected
Martyn-Rivers,Suceptible
Rodrik-Sparr,Infected
Mord,Infected
Morgo,Infected
Munda,Dead
Myranda-Royce,Recovered
Trystane-Martell,Infected
Nage,Suceptible
Yezzan-zo-Qaggaz,Infected
Ralf-Stonehouse,Recovered
Old-Bill-Bone,Suceptible
Olyvar-Frey,Dead
Oswell-Kettleblack,Infected
Palla,Dead
Quill,Recovered
Rosey,Suceptible
Pate-(whipping-boy),Infected
Sweets,Infected
Perwyn-Frey,Recovered
Petyr-Frey,Infected
Puckens,Suceptible
Shortear,Suceptible
Ragwyle,Infected
Quhuru-Mo,Dead
Xhondo,Dead
Ralf-(Limper),Suceptible
Yellow-Dick,Infected
Rollam-Westerling,Dead
Torbert,Suceptible
Steffon-Baratheon,Infected
Rugen,Suceptible
Rhaella-Targaryen,Dead
Rolph-Spicer,Dead
Tristifer-IV-Mudd,Suceptible
Walda-Frey-(daughter-of-Merrett),Infected
Roose-Ryswell,Recovered
Theobald,Suceptible
Sarella-Sand,Suceptible
Scar,Infected
Shadd,Suceptible
Ulf-son-of-Umar,Suceptible
Shrouded-Lord,Infected
Simon-Toyne,Suceptible
Theomore,Suceptible
William-Foxglove,Infected
Werlag,Infected
Talbert-Serry,Infected
Willow-Witch-eye,Recovered
Thistle,Suceptible
Tion-Frey,Infected
Wulfe,Infected
