Id,Status
Walgrave,Suceptible
Grazdan-mo-Eraz,Suceptible
Kegs,Suceptible
Todder,Suceptible
Jarl,Suceptible
Lorren,Suceptible
Grisel,Suceptible
Gunthor-son-of-Gurn,Suceptible
Gyles-Grafton,Suceptible
Haggon,Suceptible
Hake,Suceptible
Hallyne,Infected
Halys-Hornwood,Suceptible
Leathers,Infected
Rory,Suceptible
Spare-Boot,Suceptible
Harl,Suceptible
Harma,Suceptible
Rattleshirt,Suceptible
Weeper,Infected
Harras-Harlaw,Suceptible
Myles-Toyne,Suceptible
Harwood-Stout,Suceptible
Heward,Suceptible
Marghaz-zo-Loraq,Suceptible
Hobber-Redwyne,Suceptible
Horas-Redwyne,Suceptible
Rowan,Infected
Hoster-Blackwood,Infected
Mebble,Suceptible
Hother-Umber,Suceptible
Sigfryd-Harlaw,Suceptible
Hugh,Suceptible
Hugo-Vance,Suceptible
Jack-Be-Lucky,Suceptible
Jaehaerys-I-Targaryen,Recovered
Jafer-Flowers,Suceptible
Jonos-Bracken,Suceptible
Josmyn-Peckledon,Suceptible
Joy-Hill,Suceptible
Lewys-Piper,Suceptible
Pia,Suceptible
Rennifer-Longwaters,Suceptible
Ronnet-Connington,Suceptible
Shitmouth,Suceptible
Tysha,Suceptible
Urswyck,Suceptible
Wylis-Manderly,Suceptible
Zollo,Infected
Rhaegar-Frey,Infected
Jarman-Buckwell,Suceptible
Ottyn-Wythers,Suceptible
Jeyne-Farman,Suceptible
Squirrel,Suceptible
Joanna-Lannister,Suceptible
Nyessos-Vhassar,Suceptible
Jon-Fossoway,Suceptible
Matthar,Suceptible
Orell,Suceptible
Othor,Suceptible
Patrek-of-Kings-Mountain,Infected
Ryk,Suceptible
Soren-Shieldbreaker,Suceptible
Tom-Barleycorn,Recovered
Toregg,Infected
Ulmer,Suceptible
Wun-Weg-Wun-Dar-Wun,Suceptible
Zei,Infected
Jon-Umber-(Smalljon),Suceptible
Robin-Flint,Suceptible
Jonothor-Darry,Suceptible
Nurse,Dead
Joramun,Suceptible
Richard-Horpe,Suceptible
Jyck,Suceptible
Morrec,Suceptible
Kella,Recovered
Kerwin,Suceptible
Willem-Lannister,Suceptible
Kurleket,Suceptible
Kyra,Suceptible
Softfoot,Suceptible
Leo-Lefford,Suceptible
Symon-Silver-Tongue,Suceptible
Longwater-Pyke,Suceptible
Lorent-Caswell,Suceptible
Urzen,Suceptible
Merrett-Frey,Suceptible
Lucas-Codd,Suceptible
Torwold-Browntooth,Suceptible
Luton,Suceptible
Lyanna-Mormont,Suceptible
Lyn-Corbray,Suceptible
Lyonel-Corbray,Suceptible
Malaquo-Maegyr,Suceptible
Mallador-Locke,Suceptible
Manfrey-Martell,Suceptible
Martyn-Lannister,Suceptible
Martyn-Rivers,Suceptible
Rodrik-Sparr,Suceptible
Mord,Suceptible
Morgo,Suceptible
Munda,Suceptible
Myranda-Royce,Suceptible
Trystane-Martell,Recovered
Nage,Suceptible
Yezzan-zo-Qaggaz,Suceptible
Ralf-Stonehouse,Infected
Old-Bill-Bone,Suceptible
Olyvar-Frey,Suceptible
Oswell-Kettleblack,Suceptible
Palla,Recovered
Quill,Suceptible
Rosey,Suceptible
Pate-(whipping-boy),Suceptible
Sweets,Suceptible
Perwyn-Frey,Infected
Petyr-Frey,Suceptible
Puckens,Suceptible
Shortear,Suceptible
Ragwyle,Suceptible
Quhuru-Mo,Suceptible
Xhondo,Suceptible
Ralf-(Limper),Suceptible
Yellow-Dick,Suceptible
Rollam-Westerling,Suceptible
Torbert,Suceptible
Steffon-Baratheon,Suceptible
Rugen,Suceptible
Rhaella-Targaryen,Suceptible
Rolph-Spicer,Infected
Tristifer-IV-Mudd,Suceptible
Walda-Frey-(daughter-of-Merrett),Dead
Roose-Ryswell,Suceptible
Theobald,Suceptible
Sarella-Sand,Suceptible
Scar,Suceptible
Shadd,Dead
Ulf-son-of-Umar,Suceptible
Shrouded-Lord,Suceptible
Simon-Toyne,Suceptible
Theomore,Suceptible
William-Foxglove,Suceptible
Werlag,Suceptible
Talbert-Serry,Suceptible
Willow-Witch-eye,Suceptible
Thistle,Suceptible
Tion-Frey,Suceptible
Wulfe,Suceptible
