Id,Status
Gawen-Westerling,Suceptible
Gendel,Suceptible
Gorne,Suceptible
Merrit,Suceptible
Gerold-Grafton,Suceptible
Terrance-Lynderly,Suceptible
Oswell-Whent,Suceptible
Gerrick-Kingsblood,Suceptible
Raymun-Redbeard,Suceptible
Kojja-Mo,Suceptible
Gormon-Tyrell,Suceptible
Walgrave,Suceptible
Grazdan-mo-Eraz,Suceptible
Kegs,Suceptible
Todder,Suceptible
Jarl,Suceptible
Lorren,Infected
Grisel,Suceptible
Gunthor-son-of-Gurn,Suceptible
Gyles-Grafton,Suceptible
Haggon,Suceptible
Hake,Suceptible
Hallyne,Suceptible
Halys-Hornwood,Suceptible
Leathers,Suceptible
Rory,Suceptible
Spare-Boot,Infected
Harl,Suceptible
Harma,Suceptible
Rattleshirt,Suceptible
Weeper,Suceptible
Harras-Harlaw,Suceptible
Myles-Toyne,Suceptible
Harwood-Stout,Suceptible
Heward,Suceptible
Marghaz-zo-Loraq,Suceptible
Hobber-Redwyne,Suceptible
Horas-Redwyne,Infected
Rowan,Suceptible
Hoster-Blackwood,Suceptible
Mebble,Suceptible
Hother-Umber,Suceptible
Sigfryd-Harlaw,Recovered
Hugh,Suceptible
Hugo-Vance,Infected
Jack-Be-Lucky,Suceptible
Jaehaerys-I-Targaryen,Suceptible
Jafer-Flowers,Suceptible
Jonos-Bracken,Suceptible
Josmyn-Peckledon,Suceptible
Joy-Hill,Suceptible
Lewys-Piper,Suceptible
Pia,Infected
Rennifer-Longwaters,Suceptible
Ronnet-Connington,Suceptible
Shitmouth,Suceptible
Tysha,Suceptible
Urswyck,Suceptible
Wylis-Manderly,Suceptible
Zollo,Suceptible
Rhaegar-Frey,Suceptible
Jarman-Buckwell,Suceptible
Ottyn-Wythers,Suceptible
Jeyne-Farman,Suceptible
Squirrel,Infected
Joanna-Lannister,Suceptible
Nyessos-Vhassar,Suceptible
Jon-Fossoway,Infected
Matthar,Suceptible
Orell,Suceptible
Othor,Suceptible
Patrek-of-Kings-Mountain,Suceptible
Ryk,Suceptible
Soren-Shieldbreaker,Suceptible
Tom-Barleycorn,Suceptible
Toregg,Suceptible
Ulmer,Suceptible
Wun-Weg-Wun-Dar-Wun,Suceptible
Zei,Suceptible
Jon-Umber-(Smalljon),Suceptible
Robin-Flint,Suceptible
Jonothor-Darry,Suceptible
Nurse,Suceptible
Joramun,Suceptible
Richard-Horpe,Suceptible
Jyck,Suceptible
Morrec,Suceptible
Kella,Suceptible
Kerwin,Suceptible
Willem-Lannister,Infected
Kurleket,Suceptible
Kyra,Recovered
Softfoot,Suceptible
Leo-Lefford,Recovered
Symon-Silver-Tongue,Suceptible
Longwater-Pyke,Suceptible
Lorent-Caswell,Suceptible
Urzen,Suceptible
Merrett-Frey,Suceptible
Lucas-Codd,Suceptible
Torwold-Browntooth,Suceptible
Luton,Suceptible
Lyanna-Mormont,Suceptible
Lyn-Corbray,Suceptible
Lyonel-Corbray,Suceptible
Malaquo-Maegyr,Suceptible
Mallador-Locke,Suceptible
Manfrey-Martell,Suceptible
Martyn-Lannister,Suceptible
Martyn-Rivers,Recovered
Rodrik-Sparr,Infected
Mord,Suceptible
Morgo,Suceptible
Munda,Suceptible
Myranda-Royce,Infected
Trystane-Martell,Recovered
Nage,Suceptible
Yezzan-zo-Qaggaz,Dead
Ralf-Stonehouse,Suceptible
Old-Bill-Bone,Suceptible
Olyvar-Frey,Suceptible
Oswell-Kettleblack,Suceptible
Palla,Suceptible
Quill,Suceptible
Rosey,Suceptible
Pate-(whipping-boy),Suceptible
Sweets,Infected
Perwyn-Frey,Suceptible
Petyr-Frey,Suceptible
Puckens,Suceptible
Shortear,Suceptible
Ragwyle,Suceptible
Quhuru-Mo,Suceptible
Xhondo,Suceptible
Ralf-(Limper),Suceptible
Yellow-Dick,Suceptible
Rollam-Westerling,Suceptible
Torbert,Suceptible
Steffon-Baratheon,Suceptible
Rugen,Suceptible
Rhaella-Targaryen,Suceptible
Rolph-Spicer,Suceptible
Tristifer-IV-Mudd,Suceptible
Walda-Frey-(daughter-of-Merrett),Infected
Roose-Ryswell,Suceptible
Theobald,Suceptible
Sarella-Sand,Suceptible
Scar,Suceptible
Shadd,Suceptible
Ulf-son-of-Umar,Suceptible
Shrouded-Lord,Suceptible
Simon-Toyne,Suceptible
Theomore,Suceptible
William-Foxglove,Suceptible
Werlag,Suceptible
Talbert-Serry,Suceptible
Willow-Witch-eye,Suceptible
Thistle,Suceptible
Tion-Frey,Suceptible
Wulfe,Suceptible
