Id,Status
Timoth,Suceptible
Arnolf-Karstark,Suceptible
Arthor-Karstark,Suceptible
Mors-Umber,Suceptible
Rickard-Karstark,Suceptible
Aron-Santagar,Suceptible
Arron,Suceptible
Emrick,Suceptible
Hareth-(Moles-Town),Suceptible
Satin,Suceptible
Arson,Suceptible
Arstan,Recovered
Illyrio-Mopatis,Recovered
Jhiqui,Infected
Kraznys-mo-Nakloz,Suceptible
Mero,Recovered
Lewyn-Martell,Suceptible
Smiling-Knight,Suceptible
Arwyn-Oakheart,Suceptible
Randyll-Tarly,Dead
Bellegere-Otherys,Suceptible
Benjen-Stark,Recovered
Biter,Infected
Brea,Suceptible
Brusco,Suceptible
Denyo-Terys,Recovered
Desmond,Suceptible
Dobber,Suceptible
Elmar-Frey,Infected
Jaqen-Hghar,Infected
Jeyne-Poole,Dead
Kindly-Man,Infected
Koss,Suceptible
Lommy-Greenhands,Suceptible
Mad-Huntsman,Recovered
Meralyn,Suceptible
Mordane,Recovered
Mycah,Suceptible
Pate-(Old),Suceptible
Praed,Suceptible
Ravella-Swann,Suceptible
Rickon-Stark,Dead
Rodrik-Cassel,Dead
Rorge,Recovered
Syrio-Forel,Infected
Talea,Suceptible
Ternesio-Terys,Suceptible
Thoros-of-Myr,Infected
Tommen-Baratheon,Recovered
Umma,Infected
Vayon-Poole,Suceptible
Waif,Infected
Weasel,Suceptible
Weese,Recovered
Woth,Recovered
Yorko-Terys,Suceptible
Clayton-Suggs,Suceptible
Galbart-Glover,Infected
Godry-Farring,Recovered
Grimtongue,Suceptible
Hagen,Suceptible
Qarl-the-Maid,Suceptible
Red-Oarsman,Suceptible
Rodrik-Harlaw,Dead
Rolfe-the-Dwarf,Suceptible
Sybelle-Glover,Suceptible
Torgon-Greyiron,Suceptible
Tristifer-Botley,Suceptible
Tycho-Nestoris,Infected
Wex-Pyke,Suceptible
Ashara-Dayne,Suceptible
Aurane-Waters,Recovered
Harys-Swyft,Infected
Loras-Tyrell,Infected
Orton-Merryweather,Recovered
Paxter-Redwyne,Recovered
Porridge,Suceptible
Salladhor-Saan,Infected
Shireen-Baratheon,Recovered
Azor-Ahai,Suceptible
Bael-the-Bard,Suceptible
Ygritte,Infected
Baelor-I-Targaryen,Infected
Ballabar,Suceptible
Frenken,Suceptible
Podrick-Payne,Recovered
Balman-Byrch,Infected
Falyse-Stokeworth,Recovered
Boros-Blount,Infected
Mandon-Moore,Infected
Osmund-Kettleblack,Dead
Bannen,Suceptible
Dywen,Dead
Barbrey-Dustin,Suceptible
Roger-Ryswell,Recovered
Ben-Plumm,Recovered
Bloodbeard,Suceptible
Galazza-Galare,Infected
Grazhar,Suceptible
Groleo,Infected
Hizdahr-zo-Loraq,Dead
Khrazz,Suceptible
Larraq,Suceptible
Missandei,Suceptible
Pycelle,Infected
Reznak-mo-Reznak,Recovered
Skahaz-mo-Kandaq,Infected
Steelskin,Suceptible
Widower,Infected
Xaro-Xhoan-Daxos,Infected
Barsena,Infected
Bartimus,Suceptible
Bedwyck,Suceptible
Craster,Infected
Belaquo,Infected
Goghor-the-Giant,Suceptible
Irri,Infected
Spotted-Cat,Suceptible
Oznak-zo-Pahl,Recovered
Ben-Bones,Recovered
Kasporio,Suceptible
Penny,Dead
Tybero-Istarion,Suceptible
Benerro,Dead
Moqorro,Suceptible
Benethon-Scales,Suceptible
Narbert-Grandison,Dead
Benfred-Tallhart,Suceptible
Helman-Tallhart,Suceptible
Leobald-Tallhart,Suceptible
Stygg,Suceptible
Jaremy-Rykker,Dead
Luwin,Dead
Waymar-Royce,Suceptible
Jack-Bulwer,Infected
Mariya-Darry,Suceptible
Beth-Cassel,Recovered
Big-Boil,Infected
Black-Balaq,Suceptible
Blane,Suceptible
Blue-Bard,Dead
Lambert-Turnberry,Recovered
Qyburn,Recovered
Tallad,Suceptible
Bonifer-Hasty,Suceptible
Tanda-Stokeworth,Infected
Cellador,Suceptible
Othell-Yarwyck,Infected
Tormund,Infected
Wick-Whittlestick,Suceptible
Brynden-Rivers,Infected
Chayle,Suceptible
Cley-Cerwyn,Recovered
Coldhands,Suceptible
Donella-Hornwood,Suceptible
Hali,Recovered
Hallis-Mollen,Dead
Hodor,Recovered
Howland-Reed,Infected
Hullen,Suceptible
Jon-Umber-(Greatjon),Suceptible
Joseth,Suceptible
Leaf,Suceptible
Meera-Reed,Infected
Osha,Suceptible
Poxy-Tym,Suceptible
Reek,Suceptible
Rickard-Stark,Suceptible
Stafford-Lannister,Suceptible
Stiv,Recovered
Walder-Frey-(son-of-Jammos),Suceptible
Walder-Frey-(son-of-Merrett),Recovered
Brandon-Norrey,Suceptible
Torghen-Flint,Suceptible
Lyanna-Stark,Suceptible
Brella,Recovered
Shae,Recovered
Brenett,Suceptible
Clarence-Crabb,Suceptible
Cleos-Frey,Dead
Creighton-Longbough,Recovered
Dick-Crabb,Suceptible
Dontos-Hollard,Infected
Edmure-Tully,Infected
Elder-Brother,Suceptible
Emmon-Cuy,Suceptible
Hyle-Hunt,Infected
Illifer,Suceptible
Jeyne-Heddle,Suceptible
Lysa-Arryn,Recovered
Meribald,Suceptible
Narbert,Suceptible
Pyg,Infected
Robar-Royce,Suceptible
Selwyn-Tarth,Suceptible
Shagwell,Dead
Timeon,Suceptible
Vyman,Suceptible
Walton,Suceptible
Willow-Heddle,Recovered
Chiggen,Recovered
Jacelyn-Bywater,Suceptible
Lollys-Stokeworth,Recovered
Marillion,Recovered
Shagga,Dead
Timett,Infected
Vardis-Egen,Recovered
Willis-Wode,Suceptible
Brus-Buckler,Suceptible
Malegorn,Infected
Bryce-Caron,Infected
Eldon-Estermont,Suceptible
Guyard-Morrigen,Suceptible
Daven-Lannister,Infected
Edwyn-Frey,Infected
Emmon-Frey,Infected
Hoster-Tully,Infected
Nestor-Royce,Infected
Ryman-Frey,Dead
Bump,Suceptible
Varamyr,Dead
Butterbumps,Suceptible
Olenna-Redwyne,Dead
Byam-Flint,Suceptible
Caggo,Dead
Lucifer-Long,Suceptible
Meris,Infected
Camarron,Suceptible
Captain-Myraham,Suceptible
Captain-Myraham-Daughter,Suceptible
Colemon,Recovered
Colen-of-Greenpools,Recovered
Dacey-Mormont,Suceptible
Desmond-Grell,Infected
Donnel-Waynwood,Suceptible
Eon-Hunter,Suceptible
Jason-Mallister,Suceptible
Jeyne-Westerling,Suceptible
Lothar-Frey,Infected
Maege-Mormont,Suceptible
Marq-Piper,Recovered
Masha-Heddle,Suceptible
Mathis-Rowan,Recovered
Moreo-Tumitis,Suceptible
Mya-Stone,Suceptible
Mychel-Redfort,Suceptible
Raynald-Westerling,Dead
Robert-Arryn,Recovered
Robin-Ryger,Recovered
Roslin-Frey,Infected
Tansy,Infected
Tytos-Blackwood,Suceptible
Utherydes-Wayn,Infected
Wendel-Manderly,Suceptible
Cayn,Infected
Cedric-Payne,Suceptible
Dorcas,Dead
Garlan-Tyrell,Infected
Garth-Tyrell,Suceptible
High-Septon-(Tyrions),Suceptible
High-Sparrow,Suceptible
Jocelyn-Swyft,Suceptible
Maegor-I-Targaryen,Recovered
Maggy,Suceptible
Mark-Mullendore,Suceptible
Melara-Hetherspoon,Infected
Moelle,Infected
Moon-Boy,Suceptible
Osfryd-Kettleblack,Infected
Preston-Greenfield,Recovered
Raynard,Infected
Robert-Strong,Recovered
Scolera,Suceptible
Senelle,Recovered
Taena-of-Myr,Suceptible
Unella,Suceptible
Vylarr,Infected
Willas-Tyrell,Recovered
Chataya,Suceptible
Chella,Dead
Lark,Suceptible
Small-Paul,Suceptible
Clement-Piper,Infected
Karyl-Vance,Dead
Cleon,Recovered
Ghael,Suceptible
Kedry,Suceptible
Clubfoot-Karl,Suceptible
Mully,Dead
Cohollo,Recovered
Haggo,Recovered
Qotho,Recovered
Gretchel,Suceptible
Maddy,Infected
Conn,Suceptible
Coratt,Suceptible
Corliss-Penny,Suceptible
Dirk,Suceptible
Thoren-Smallwood,Recovered
Shadrich,Infected
Cressen,Recovered
Patchface,Suceptible
Pylos,Suceptible
Cromm,Suceptible
Cutjack,Suceptible
Kurz,Suceptible
Tarber,Suceptible
Hero,Suceptible
Prendahl-na-Ghezn,Suceptible
Sallor,Suceptible
Daemon-Sand,Suceptible
Doreah,Recovered
Eroeh,Suceptible
Ezzara,Suceptible
Lynesse-Hightower,Recovered
Lysono-Maar,Suceptible
Marselen,Suceptible
Mezzara,Suceptible
Miklaz,Suceptible
Mirri-Maz-Duur,Recovered
Pono,Recovered
Pyat-Pree,Suceptible
Qavo-Nogarys,Recovered
Qezza,Suceptible
Quaithe,Suceptible
Rhaegel-Targaryen,Suceptible
Symon-Stripeback,Suceptible
Yurkhaz-zo-Yunzak,Suceptible
Daeron-I-Targaryen,Suceptible
Dalbridge,Infected
Ebben,Infected
Dalla,Recovered
Val,Suceptible
Damon-Dance-for-Me,Infected
Grunt,Infected
Skinner,Infected
Sour-Alyn,Recovered
Danwell-Frey,Suceptible
Jared-Frey,Suceptible
Lanna-(Happy-Port),Suceptible
Daryn-Hornwood,Suceptible
Torrhen-Karstark,Suceptible
Devan-Seaworth,Infected
Garth-(Wolfs-Den),Suceptible
Godric-Borrell,Suceptible
Guncer-Sunglass,Recovered
Imry-Florent,Dead
Khorane-Sathmantes,Infected
Leona-Woolfield,Suceptible
Marlon-Manderly,Suceptible
Matthos-Seaworth,Infected
Robett-Glover,Dead
Sybell-Spicer,Suceptible
Denzo-Dhan,Suceptible
Eustace-Brune,Suceptible
Dick-Follard,Suceptible
Dick-Straw,Suceptible
Hugh-Hungerford,Suceptible
Dolf,Suceptible
Mag-Mar-Tun-Doh-Weg,Dead
Lothor-Brune,Infected
Nymeria-Sand,Suceptible
Draqaz,Suceptible
Drennan,Suceptible
Squint,Suceptible
Jommo,Infected
Ogo,Infected
Rhaego,Suceptible
Dryn,Suceptible
Stonesnake,Suceptible
High-Septon-(fat_one),Suceptible
Jacks,Suceptible
Joss,Suceptible
Maron-Greyjoy,Suceptible
Porther,Suceptible
Raymun-Darry,Suceptible
Tobho-Mott,Suceptible
Tregar,Suceptible
Varly,Suceptible
Willam-Dustin,Suceptible
Wyl-(guard),Infected
Wylla,Suceptible
Emmett,Infected
Watt,Suceptible
Forley-Prester,Suceptible
Walder-Rivers,Infected
Steffon-Varner,Suceptible
Hop-Robin,Infected
Genna-Lannister,Recovered
Errok,Suceptible
Grigg,Suceptible
Styr,Recovered
Hotho-Harlaw,Infected
Humfrey-Hewett,Suceptible
Nute,Suceptible
Quellon-Greyjoy,Suceptible
Sawane-Botley,Suceptible
Farlen,Suceptible
Florian-the-Fool,Suceptible
Jonquil,Suceptible
Fogo,Suceptible
Frenya,Suceptible
Holly,Recovered
Fulk,Infected
Galyeon-of-Cuy,Suceptible
Gared,Suceptible
Will-(prologue),Suceptible
Murch,Suceptible
Leonette-Fossoway,Suceptible
Garrett-Paege,Infected
Garth-Greyfeather,Infected
Hairy-Hal,Suceptible
Gawen-Westerling,Suceptible
Gendel,Suceptible
Gorne,Infected
Merrit,Suceptible
Gerold-Grafton,Suceptible
Terrance-Lynderly,Suceptible
Oswell-Whent,Suceptible
Gerrick-Kingsblood,Suceptible
Raymun-Redbeard,Suceptible
Kojja-Mo,Suceptible
Gormon-Tyrell,Suceptible
Walgrave,Suceptible
Grazdan-mo-Eraz,Infected
Kegs,Suceptible
Todder,Suceptible
Jarl,Suceptible
Lorren,Suceptible
Grisel,Infected
Gunthor-son-of-Gurn,Suceptible
Gyles-Grafton,Suceptible
Haggon,Suceptible
Hake,Infected
Hallyne,Suceptible
Halys-Hornwood,Suceptible
Leathers,Infected
Rory,Recovered
Spare-Boot,Suceptible
Harl,Suceptible
Harma,Infected
Rattleshirt,Infected
Weeper,Suceptible
Harras-Harlaw,Suceptible
Myles-Toyne,Suceptible
Harwood-Stout,Suceptible
Heward,Recovered
Marghaz-zo-Loraq,Suceptible
Hobber-Redwyne,Suceptible
Horas-Redwyne,Suceptible
Rowan,Dead
Hoster-Blackwood,Recovered
Mebble,Suceptible
Hother-Umber,Suceptible
Sigfryd-Harlaw,Suceptible
Hugh,Suceptible
Hugo-Vance,Dead
Jack-Be-Lucky,Suceptible
Jaehaerys-I-Targaryen,Infected
Jafer-Flowers,Recovered
Jonos-Bracken,Infected
Josmyn-Peckledon,Infected
Joy-Hill,Suceptible
Lewys-Piper,Recovered
Pia,Infected
Rennifer-Longwaters,Suceptible
Ronnet-Connington,Suceptible
Shitmouth,Dead
Tysha,Infected
Urswyck,Suceptible
Wylis-Manderly,Suceptible
Zollo,Dead
Rhaegar-Frey,Suceptible
Jarman-Buckwell,Infected
Ottyn-Wythers,Infected
Jeyne-Farman,Suceptible
Squirrel,Suceptible
Joanna-Lannister,Suceptible
Nyessos-Vhassar,Suceptible
Jon-Fossoway,Suceptible
Matthar,Suceptible
Orell,Suceptible
Othor,Suceptible
Patrek-of-Kings-Mountain,Infected
Ryk,Infected
Soren-Shieldbreaker,Suceptible
Tom-Barleycorn,Infected
Toregg,Suceptible
Ulmer,Suceptible
Wun-Weg-Wun-Dar-Wun,Infected
Zei,Suceptible
Jon-Umber-(Smalljon),Suceptible
Robin-Flint,Suceptible
Jonothor-Darry,Suceptible
Nurse,Suceptible
Joramun,Recovered
Richard-Horpe,Suceptible
Jyck,Suceptible
Morrec,Suceptible
Kella,Suceptible
Kerwin,Suceptible
Willem-Lannister,Suceptible
Kurleket,Suceptible
Kyra,Suceptible
Softfoot,Suceptible
Leo-Lefford,Suceptible
Symon-Silver-Tongue,Infected
Longwater-Pyke,Infected
Lorent-Caswell,Suceptible
Urzen,Suceptible
Merrett-Frey,Suceptible
Lucas-Codd,Suceptible
Torwold-Browntooth,Suceptible
Luton,Suceptible
Lyanna-Mormont,Suceptible
Lyn-Corbray,Suceptible
Lyonel-Corbray,Suceptible
Malaquo-Maegyr,Suceptible
Mallador-Locke,Suceptible
Manfrey-Martell,Suceptible
Martyn-Lannister,Suceptible
Martyn-Rivers,Suceptible
Rodrik-Sparr,Suceptible
Mord,Suceptible
Morgo,Suceptible
Munda,Suceptible
Myranda-Royce,Infected
Trystane-Martell,Suceptible
Nage,Suceptible
Yezzan-zo-Qaggaz,Recovered
Ralf-Stonehouse,Suceptible
Old-Bill-Bone,Suceptible
Olyvar-Frey,Suceptible
Oswell-Kettleblack,Dead
Palla,Suceptible
Quill,Suceptible
Rosey,Suceptible
Pate-(whipping-boy),Suceptible
Sweets,Recovered
Perwyn-Frey,Suceptible
Petyr-Frey,Suceptible
Puckens,Suceptible
Shortear,Suceptible
Ragwyle,Suceptible
Quhuru-Mo,Infected
Xhondo,Recovered
Ralf-(Limper),Infected
Yellow-Dick,Suceptible
Rollam-Westerling,Suceptible
Torbert,Suceptible
Steffon-Baratheon,Suceptible
Rugen,Suceptible
Rhaella-Targaryen,Recovered
Rolph-Spicer,Suceptible
Tristifer-IV-Mudd,Suceptible
Walda-Frey-(daughter-of-Merrett),Infected
Roose-Ryswell,Suceptible
Theobald,Suceptible
Sarella-Sand,Suceptible
Scar,Dead
Shadd,Suceptible
Ulf-son-of-Umar,Suceptible
Shrouded-Lord,Suceptible
Simon-Toyne,Suceptible
Theomore,Suceptible
William-Foxglove,Suceptible
Werlag,Suceptible
Talbert-Serry,Suceptible
Willow-Witch-eye,Suceptible
Thistle,Suceptible
Tion-Frey,Suceptible
Wulfe,Infected
